Order_ID,Order_Date,Customer_Name,Segment,Region,City,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Cost,Profit,Payment_Type,Sales_Rep,Discount
SUD-2023-1494,21/08/23,Maha Ahmed,Enterprise,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,5,5.3k,26497.9,20753.8,5744.1,Bank,Omer Abdelrahman,0.0
SUD-2023-1495,"Aug 02, 2023",Fatima Musa,Enterprise,Khartoum,Khartoum,PRD-110,Desk Lamp,Electronics,1,72539.56,"65,286 SDG","51,627 SDG","13,658 SDG",Cash,Omer Abdelrahman,10.0
SUD-2024-1496,"Feb 21, 2024",Huda Musa,Individual,Khartoum,Khartoum,PRD-101,HP LaserJet P1102,Electronics,-4,68896.49,-275.6k,-232261.23,-43324.72,Bank,Omer Abdelrahman,0.0
SUD-2023-1497,"Dec 01, 2023",Eiman Hassan,Enterprise,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,6,"57,202 SDG",343.2k,303180.85,40033.04,Cash,Yasir Hassan,0.0
SUD-2024-1498,12/01/24,Mohamed Abdelsalam,Enterprise,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,7,"17,545 SDG",110534.55,95585.37,14949.18,Cash,Yasir Hassan,10.0
SUD-2025-1499,16/03/25,Ali Hassan,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,9,75367.23,678305.1,474831.84,203473.26,,Sara Ali,0.0
SUD-2024-1500,2024/12/14,,Small Business,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,10,72073.79,"720,738 SDG",633.6k,87104.53,Bank,Omer Abdelrahman,0.0
SUD-2024-1501,20/09/24,Sara Abdelsalam,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,9,35356.33,286386.3,"205,208 SDG",81178.18,Cash,Sara Ali,10.0
SUD-2025-1502,"May 01, 2025",Khalid Mohamed,Individual,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,1,14733.13,"14,733 SDG",12866.58,1866.55,Bank,Fatima Khalid,0.0
SUD-2024-1503,02/11/24,Eiman Khalid,Enterprise,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,3,91174.43,273523.28,244.2k,29.3k,Cash,Fatima Khalid,0.0
SUD-2023-1504,2023/07/05,Eiman Yousif,Small Business,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,7,50393.78,352.8k,291568.14,"61,188 SDG",Cash,Yasir Hassan,0.0
SUD-2025-1505,"Jun 24, 2025",Nour Ahmed,Individual,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,7,26914.68,169562.46,124893.17,44669.29,Cash,Sara Ali,10.0
SUD-2025-1506,2025/09/30,Huda Mohamed,Enterprise,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,4,70848.97,283395.88,204349.11,79046.77,Bank,Omer Abdelrahman,0.0
SUD-2025-1507,30/07/25,Mohamed Yousif,Small Business,Khartoum,Omdurman,PRD-108,Meeting Table,Furniture,5,6722.23,33611.15,30.0k,3651.52,Cash,Fatima Khalid,0.0
SUD-2023-1508,21/12/23,Maha Abdalla,Enterprise,Khartoum,Khartoum,PRD-102,Dell Latitude 5400,Electronics,2,64173.57,121929.78,85421.11,36508.67,Cash,Yasir Hassan,5.0
SUD-2025-1509,"Jan 13, 2025",Ali Abdelsalam,Enterprise,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,2,56102.8,112205.6,94693.76,17.5k,Bank,Omer Abdelrahman,0.0
SUD-2023-1510,25-11-2023,Ahmed Mohamed,Individual,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,6,48283.62,260731.53,193762.15,66969.38,Cash,Omer Abdelrahman,10.0
SUD-2023-1511,"Dec 09, 2023",Khalid Abdelsalam,Enterprise,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,2,40683.97,"73,231 SDG",53.1k,20127.96,Cash,Yasir Hassan,10.0
SUD-2025-1512,28/01/25,Maha Osman,Individual, khartoum,Khartoum,PRD-107,Canon Printer Ink,Electronics,6,65193.6,"391,162 SDG",329608.92,61552.65,Cash,Omer Abdelrahman,0.0
SUD-2024-1513,05-03-2024,Rania Osman,Small Business,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,4,10363.45,41453.8,34546.49,6907.31,Bank,Mona Abdalla,0.0
SUD-2023-1514,"Apr 28, 2023",Eiman Yousif,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,6,52554.47,315326.8,273418.62,"41,908 SDG",Cash,Yasir Hassan,0.0
SUD-2024-1515,13-01-2024,Mohamed Musa,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,5,91284.73,433602.48,365039.78,68562.7,Cash,Yasir Hassan,5.0
SUD-2024-1516,17/05/24,Nour Yousif,Enterprise,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,3,50.3k,150902.19,121655.46,29246.73,Bank,Fatima Khalid,0.0
SUD-2024-1517,24-01-2024,Rania Khalid,Enterprise,Khartoum,Khartoum,PRD-107,Canon Printer Ink,Electronics,9,"96,423 SDG",867806.33,725059.52,"142,747 SDG",CASH,Fatima Khalid,0.0
SUD-2025-1518,05/06/25,Huda Abdalla,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,1,53087.01,45123.96,32719.84,12404.12,Bank,Fatima Khalid,15.0
SUD-2023-1519,19-06-2023,Rania Abdalla,Enterprise,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,9,13780.31,124022.78,87251.32,36771.46,Cash,Sara Ali,0.0
SUD-2023-1520,02-06-2023,Khalid Musa,Enterprise,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,-1,74424.6,-74424.6,-61.7k,-12773.35,Cash,Yasir Hassan,0.0
SUD-2025-1521,15-05-2025,Nour Musa,Enterprise,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,4,85011.96,340047.84,299144.21,"40,904 SDG",Bank,Mona Abdalla,0.0
SUD-2023-1522,"Aug 05, 2023",Eiman Khalid,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,8,"46,884 SDG","375,069 SDG",285270.92,89797.76,Cash,Sara Ali,0.0
SUD-2025-1523,06/06/25,,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,2,"61,123 SDG",122245.19,"87,032 SDG",35.2k,Cash,Sara Ali,0.0
SUD-2024-1524,04-01-2024,Rania Yousif,Individual,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,10,99040.47,990404.72,"798,412 SDG",191992.46,Cash,Yasir Hassan,0.0
SUD-2024-1525,2024/11/26,Nour Yousif,Individual,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,6,"37,837 SDG",227020.28,167805.81,59214.47,Cash,Fatima Khalid,0.0
SUD-2024-1526,"Jan 26, 2024",Ahmed Yousif,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,9,78569.54,707125.88,515772.34,191353.54,Cash,Sara Ali,0.0
SUD-2023-1527,"Dec 26, 2023",Ali Yousif,Individual,KASALA,Kassala,PRD-107,Canon Printer Ink,Electronics,4,40040.24,160160.96,120438.0,39722.96,Cash,Mona Abdalla,0.0
SUD-2023-1528,"Jun 24, 2023",Fatima Khalid,Small Business,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,4,"35,059 SDG",133225.47,107614.55,25610.92,Bank,Omer Abdelrahman,5.0
SUD-2025-1529,23/06/25,Eiman Hassan,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,2,69629.46,125333.03,100199.06,25133.97,Cash,Sara Ali,10.0
SUD-2023-1530,2023/09/05,Rania Osman,Enterprise,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,6,42732.93,256397.61,218506.57,37891.04,Cash,Fatima Khalid,0.0
SUD-2023-1531,2023/05/02,Khalid Ahmed,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,5,96306.4,481532.0,426508.33,55023.67,Cash,Sara Ali,0.0
SUD-2024-1532,28-07-2024,Maha Hassan,Enterprise,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,10,19670.18,"196,702 SDG",159756.25,36945.53,Bank,Yasir Hassan,0.0
SUD-2024-1533,02/04/24,Nour Yousif,Individual,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,8,22500.18,"180,001 SDG",156372.6,23628.8,Bank,Sara Ali,0.0
SUD-2025-1534,29-11-2025,Maha Yousif,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,2,85.7k,171.3k,152.9k,18483.43,Cash,Yasir Hassan,0.0
SUD-2025-1535,"Sep 09, 2025",Sara Ali,Small Business,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,8,71748.83,487892.08,397099.25,90.8k,Bank,Sara Ali,15.0
SUD-2025-1536,23-12-2025,Fatima Ahmed,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,9,92099.97,828899.69,615699.57,213200.12,Cash,Yasir Hassan,0.0
SUD-2024-1537,02-06-2024,Maha Yousif,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,6,20630.55,117594.13,103668.6,13925.53,Cash,Yasir Hassan,5.0
SUD-2024-1538,2024/09/29,Rania Musa,Individual,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,5,"95,384 SDG",405381.52,315613.33,89.8k,Bank,Yasir Hassan,15.0
SUD-2024-1539,2024/01/08,Rania Hassan,Small Business,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,4,26239.35,104957.4,87463.11,17494.29,Cash,Omer Abdelrahman,0.0
SUD-2025-1540,25/03/25,Ahmed Yousif,Small Business,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,8,76830.75,553181.39,453947.76,99233.63,Bank,Omer Abdelrahman,
SUD-2023-1541,15-03-2023,Nour Osman,Small Business,Khartoum,Omdurman,PRD-110,Desk Lamp,Electronics,4,36988.88,133159.95,99302.08,"33,858 SDG",Cash,Mona Abdalla,10.0
SUD-2025-1542,04-08-2025,Nour Ahmed,Individual,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,10,33523.66,318474.76,269357.13,49117.63,Bank,Yasir Hassan,5.0
SUD-2025-1543,2025/10/05,Nour Osman,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,5,26089.13,130445.65,114652.41,15793.24,Bank,Omer Abdelrahman,0.0
SUD-2023-1544,2023/01/10,Sara Abdalla,Individual,Khartoum,Khartoum,PRD-106,Stapler Set,Office Supplies,4,30310.72,121242.9,107167.35,14075.55,Bank,Fatima Khalid,0.0
SUD-2025-1545,"May 09, 2025",Fatima Musa,Enterprise,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,9,76578.78,689208.99,536543.44,152665.55,Cash,Omer Abdelrahman,0.0
SUD-2023-1546,"Apr 04, 2023",Maha Hassan,Small Business,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,3,7654.89,22964.66,17.3k,"5,624 SDG",Bank,Yasir Hassan,0.0
SUD-2023-1547,2023/10/01,Fatima Musa,Enterprise,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,4,39859.67,159438.68,124859.74,34578.94,Bank,Yasir Hassan,0.0
SUD-2023-1548,"Apr 24, 2023",Nour Khalid,Enterprise,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,1,20776.11,18698.5,13469.67,"5,229 SDG",Bank,Sara Ali,10.0
SUD-2024-1549,10/11/24,Eiman Ali,Individual,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,9,5.8k,52336.23,38469.45,13866.78,Cash,Omer Abdelrahman,0.0
SUD-2024-1550,24/08/24,Maha Osman,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,9,"95,145 SDG",856304.99,"674,188 SDG",182116.52,Cash,Yasir Hassan,
SUD-2025-1551,29/05/25,Huda Yousif,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,3,34.0k,96.8k,70578.0,26.3k,Cash,Yasir Hassan,5.0
SUD-2025-1552,30/10/25,Omer Musa,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,7,94752.74,596942.25,467936.82,129005.43,Cash,Sara Ali,10.0
SUD-2025-1553,28-12-2025,Khalid Hassan,Individual,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,4,50758.91,"203,036 SDG","166,129 SDG",36906.58,Bank,Yasir Hassan,0.0
SUD-2023-1554,27-05-2023,Maha Musa,Small Business,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,7,"5,215 SDG","36,507 SDG",28.2k,8291.89,Bank,Yasir Hassan,0.0
SUD-2024-1555,"Sep 27, 2024",Nour Musa,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,3,51678.2,155034.61,133667.08,21367.53,Bank,Omer Abdelrahman,0.0
SUD-2025-1556,08-07-2025,Maha Abdelsalam,Enterprise,Khartoum,Omdurman,PRD-104,Ergonomic Chair,Furniture,4,69974.57,265903.36,220947.12,44956.24,Bank,Omer Abdelrahman,5.0
SUD-2025-1557,2025/10/17,Nour Khalid,Small Business,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,9,47402.78,"426,625 SDG","323,384 SDG","103,241 SDG",Cash,Yasir Hassan,0.0
SUD-2023-1558,2023/03/10,Ahmed Abdalla,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,5,77023.58,385117.91,301667.93,83449.98,Cash,Sara Ali,0.0
SUD-2024-1559,21/11/24,Omer Osman,Individual,Kassala,KASSALA,PRD-106,Stapler Set,Office Supplies,5,"72,867 SDG",364332.85,269867.05,"94,466 SDG",Cash,Omer Abdelrahman,0.0
SUD-2023-1560,2023/11/13,Eiman Yousif,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,4,24580.83,98.3k,83168.65,15.2k,Cash,Mona Abdalla,0.0
SUD-2024-1561,"Aug 26, 2024",Ali Abdelsalam,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,9,85145.69,766311.18,582845.69,183465.49,Bank,Mona Abdalla,0.0
SUD-2024-1562,22/12/24,Fatima Hassan,Enterprise,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,9,26775.73,"240,982 SDG","174,729 SDG",66252.76,Bank,Mona Abdalla,0.0
SUD-2025-1563,16-02-2025,Khalid Ali,Individual,Khartoum,Omdurman,PRD-110,Desk Lamp,Electronics,6,"41,764 SDG",250581.69,213620.03,36961.66,Bank,Sara Ali,0.0
SUD-2024-1564,"May 28, 2024",Khalid Musa,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,8,66779.4,"534,235 SDG",432142.51,102092.67,Cash,Yasir Hassan,0.0
SUD-2024-1565,2024/02/01,Fatima Mohamed,Enterprise,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,2,78501.91,157003.82,139803.17,17200.65,Cash,Fatima Khalid,0.0
SUD-2024-1566,01-08-2024,Maha Yousif,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,9,37447.6,303325.6,250677.95,52647.65,Bank,Omer Abdelrahman,10.0
SUD-2025-1567,23-12-2025,Maha Hassan,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,6,78511.72,447516.81,328664.33,118852.48,Cash,Yasir Hassan,5.0
SUD-2023-1568,"Mar 29, 2023",Nour Abdelsalam,Individual,Kassala,KASSALA,PRD-101,HP LaserJet P1102,Electronics,2,70326.52,133.6k,105873.21,27747.18,Bank,Fatima Khalid,5.0
SUD-2023-1569,2023/06/16,Nour Yousif,Enterprise,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,9,28859.02,246744.58,"182,356 SDG",64388.46,Bank,Omer Abdelrahman,5.0
SUD-2023-1570,2023/03/11,,Small Business,Kassala,Kassala,PRD-108,Meeting Table,Furniture,6,67.2k,403105.96,291757.97,111347.99,Bank,Fatima Khalid,0.0
SUD-2023-1571,"Mar 17, 2023",Nour Abdelsalam,Enterprise,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,7,"55,832 SDG",390826.5,"311,293 SDG",79533.16,Cash,Yasir Hassan,0.0
SUD-2024-1572,04-12-2024,Sara Ahmed,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,4,14.2k,53920.17,44386.13,9534.04,Cash,Sara Ali,5.0
SUD-2024-1573,07/07/24,Fatima Mohamed,Individual,KHARTOUM,Khartoum,PRD-105,A4 Paper 500 Sheets,Office Supplies,7,25027.39,166432.17,143701.8,22730.37,Cash,Omer Abdelrahman,5.0
SUD-2023-1574,"Jun 17, 2023",Omer Osman,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,3,44100.4,132301.21,"105,372 SDG",26929.53,Cash,Yasir Hassan,0.0
SUD-2023-1575,"Aug 28, 2023",Maha Musa,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,3,95341.78,286025.33,250520.49,35504.84,Bank,Yasir Hassan,0.0
SUD-2023-1576,"May 28, 2023",Nour Abdalla,Enterprise,KASALA,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,4,63252.86,253011.44,218.4k,34.6k,Bank,Sara Ali,0.0
SUD-2023-1577,24/11/23,Mohamed Ali,Individual,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,7,"32,661 SDG",205.8k,179040.69,26721.03,Bank,Yasir Hassan,10.0
SUD-2025-1578,"Mar 24, 2025",Ali Ali,Individual,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,3,"3,191 SDG",9574.09,6801.12,"2,773 SDG",Cash,Sara Ali,0.0
SUD-2023-1579,2023/01/12,Ali Mohamed,Individual,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,5,32064.11,160320.53,"132,146 SDG","28,175 SDG",,Sara Ali,0.0
SUD-2023-1580,"Jan 05, 2023",Nour Ahmed,Individual,Kassala,KASSALA,PRD-105,A4 Paper 500 Sheets,Office Supplies,9,88042.48,792382.33,593832.17,198.6k,Cash,Omer Abdelrahman,0.0
SUD-2023-1581,14-11-2023,Sara Hassan,Individual,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,2,44411.15,88822.31,68081.52,20740.79,,Mona Abdalla,0.0
SUD-2024-1582,16-02-2024,Sara Abdalla,Small Business,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,7,94555.96,661891.73,552213.51,"109,678 SDG",Cash,Yasir Hassan,0.0
SUD-2025-1583,"Aug 03, 2025",Ahmed Hassan,Small Business,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,7,42996.72,285928.18,205946.8,79981.38,Bank,Fatima Khalid,5.0
SUD-2023-1584,07/10/23,Mohamed Osman,Enterprise,Red Sea, portsudan,PRD-110,Desk Lamp,Electronics,2,94244.7,169640.46,119137.84,50502.62,Cash,Sara Ali,10.0
SUD-2024-1585,2024/06/05,Sara Ahmed,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,10,19577.74,166410.78,120258.53,46152.25,Bank,Fatima Khalid,15.0
SUD-2024-1586,"Jun 17, 2024",Nour Abdelsalam,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,5,20601.9,103009.5,76318.51,26.7k,Cash,Fatima Khalid,0.0
SUD-2023-1587,2023/07/23,,Individual,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,7,27899.07,"195,294 SDG",155572.37,39721.15,Bank,Omer Abdelrahman,0.0
SUD-2024-1588,03-05-2024,Fatima Hassan,Enterprise,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,8,66362.09,451262.24,370363.3,80.9k,Bank,Fatima Khalid,15.0
SUD-2025-1589,2025/08/07,Ali Osman,Individual,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,6,8696.74,52180.45,43787.72,8392.73,Cash,Mona Abdalla,0.0
SUD-2025-1590,"Mar 25, 2025",Mohamed Abdalla,Individual,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,3,65553.47,"196,660 SDG","138,257 SDG",58.4k,Bank,Yasir Hassan,0.0
SUD-2025-1591,2025/05/14,Eiman Musa,Enterprise,Khartoum,Khartoum,PRD-107,Canon Printer Ink,Electronics,10,46167.27,461.7k,377053.39,84619.36,Bank,Fatima Khalid,0.0
SUD-2025-1592,10/04/25,Mohamed Yousif,Individual,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,2,86877.37,156379.27,112777.78,43601.49,Cash,Yasir Hassan,10.0
SUD-2024-1593,"Nov 04, 2024",Maha Musa,Small Business,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,6,94027.6,564165.57,"482,057 SDG",82108.54,Bank,Mona Abdalla,0.0
SUD-2024-1594,"Jan 25, 2024",Eiman Ali,Small Business,Kassala,Kassala,PRD-108,Meeting Table,Furniture,-1,3508.7,"-3,509 SDG",-2633.7,-875.0,Bank,Omer Abdelrahman,0.0
SUD-2025-1595,18-05-2025,Ali Khalid,Individual,Red Sea,Port Sudan,PRD-101,HP LaserJet P1102,Electronics,4,"73,121 SDG",292484.56,247992.29,44.5k,Bank,Sara Ali,0.0
SUD-2024-1596,2024/06/24,Fatima Khalid,Small Business,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,6,11985.52,71913.14,56575.26,15337.88,Bank,Omer Abdelrahman,0.0
SUD-2025-1597,2025/09/01,Ahmed Musa,Small Business,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,5,91625.77,458128.85,344.4k,113734.0,Bank,Omer Abdelrahman,0.0
SUD-2023-1598,14/03/23,Sara Mohamed,Individual,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,10,99633.7,996337.04,806410.48,189926.56,Cash,Mona Abdalla,0.0
SUD-2023-1599,19-06-2023,Ahmed Musa,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,2,72.0k,"143,954 SDG",106505.2,37449.13,Bank,Yasir Hassan,0.0
SUD-2025-1600,"Apr 21, 2025",Rania Yousif,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,4,3347.06,"13,388 SDG",9945.89,3442.37,Bank,Mona Abdalla,0.0
SUD-2023-1601,26/10/23,Eiman Khalid,Individual,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,-2,8127.58,-16255.15,"-13,761 SDG",-2494.41,Bank,Yasir Hassan,0.0
SUD-2024-1602,2024/06/09,Ali Ahmed,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,2,"38,476 SDG",76951.28,67485.72,9465.56,Cash,Mona Abdalla,0.0
SUD-2025-1603,02/10/25,Nour Abdalla,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,4,93405.63,373622.52,276501.74,97120.78,,Fatima Khalid,0.0
SUD-2024-1604,"Dec 23, 2024",Ahmed Hassan,Small Business,Khartoum,Khartoum,PRD-107,Canon Printer Ink,Electronics,1,26829.0,22.8k,17.3k,5511.9,Cash,Sara Ali,15.0
SUD-2024-1605,"Jul 27, 2024",Sara Yousif,Enterprise,Red Sea,Port Sudan,PRD-101,HP LaserJet P1102,Electronics,9,22.2k,189889.56,145.6k,"44,297 SDG",Cash,Omer Abdelrahman,5.0
SUD-2023-1606,01-07-2023,Rania Ahmed,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,5,67313.38,"319,739 SDG",252.9k,66867.22,Bank,Yasir Hassan,5.0
SUD-2023-1607,27-02-2023,Ali Abdelsalam,Enterprise,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,6,43.9k,263429.58,218610.85,44818.73,Bank,Omer Abdelrahman,0.0
SUD-2023-1608,01-12-2023,Rania Hassan,Enterprise,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,2,82824.84,165649.67,130661.79,34987.88,Bank,Fatima Khalid,0.0
SUD-2023-1609,24/07/23,Mohamed Musa,Small Business,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,4,59842.8,239371.2,190038.02,"49,333 SDG",Bank,Omer Abdelrahman,0.0
SUD-2025-1610,"May 09, 2025",Fatima Hassan,Enterprise,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,7,71870.08,503.1k,393293.8,109796.77,Bank,Mona Abdalla,0.0
SUD-2024-1611,07/02/24,Ali Abdalla,Individual,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,5,17725.34,88626.68,65329.33,23297.35,Bank,Mona Abdalla,0.0
SUD-2023-1612,2023/08/30,Fatima Hassan,Small Business,Khartoum,Khartoum,PRD-110,Desk Lamp,Electronics,7,72615.42,482.9k,381118.25,101774.32,Bank,Yasir Hassan,5.0
SUD-2023-1613,2023/05/09,Sara Abdelsalam,Enterprise,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,4,92606.98,"370,428 SDG",300297.05,70130.88,Cash,Sara Ali,0.0
SUD-2023-1614,"Oct 04, 2023",Nour Khalid,Enterprise,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,10,83198.45,790385.26,601925.14,188460.12,Bank,Yasir Hassan,5.0
SUD-2025-1615,2025/12/18,Huda Abdalla,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,5,34020.77,170103.85,136274.76,33829.09,Cash,Yasir Hassan,0.0
SUD-2025-1616,02-12-2025,Eiman Hassan,Small Business,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,1,33223.68,"29,901 SDG",21.4k,8506.08,Bank,Sara Ali,10.0
SUD-2023-1617,"Feb 04, 2023",Maha Abdelsalam,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,7,20998.58,132291.06,110514.38,21776.68,Bank,Mona Abdalla,10.0
SUD-2023-1618,17/03/23,Ali Mohamed,Enterprise,Khartoum,Khartoum,PRD-103,Office Desk - Wood,Furniture,7,"47,261 SDG",330824.63,232.5k,98370.64,Cash,Yasir Hassan,0.0
SUD-2023-1619,12-10-2023,Ahmed Mohamed,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,5,42287.17,200864.07,"156,063 SDG",44800.58,Bank,Fatima Khalid,5.0
SUD-2025-1620,2025/02/14,Mohamed Yousif,Enterprise,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,1,74581.36,67123.23,54126.68,12996.55,Cash,Fatima Khalid,10.0
SUD-2024-1621,"Apr 03, 2024",Eiman Ali,Enterprise,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,6,55054.22,330325.33,258591.94,"71,733 SDG",Bank,Omer Abdelrahman,0.0
SUD-2024-1622,01/05/24,Eiman Hassan,Enterprise,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,10,64194.65,641946.47,464565.75,177380.72,Cash,Sara Ali,0.0
SUD-2024-1623,2024/01/28,Fatima Ahmed,Individual,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,7,7657.75,53604.26,40.0k,"13,570 SDG",cash ,Fatima Khalid,0.0
SUD-2025-1624,01-06-2025,Eiman Mohamed,Individual,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,8,"98,652 SDG",789.2k,671444.86,"117,773 SDG",Cash,Omer Abdelrahman,0.0
